,X,X._AnswerID,ResumeCode,Start,Dateandtime,Participationstatus,age,rela_status,sex,sex_oritation,length,hex01,hex02,hex03,hex04,hex05,hex06,hex07,hex08,hex09,hex10,hex11,hex12,hex13,hex14,hex15,hex16,hex17,hex18,hex19,hex20,Disagree,hex21,hex22,hex23,hex24,hex25,hex26,hex27,hex28,hex29,hex30,hex31,hex32,hex33,hex34,hex35,hex36,hex37,hex38,hex39,hex40,hex41,hex42,hex43,hex44,hex45,hex46,hex47,hex48,hex49,hex50,hex51,hex52,hex53,hex54,hex55,hex56,hex57,hex58,hex59,hex60,phex01,phex02,phex03,phex04,phex05,phex06,phex07,phex08,phex09,phex10,phex11,phex12,phex13,phex14,phex15,phex16,phex17,phex18,phex19,phex20,phex21,Agree,phex22,phex23,phex24,phex25,phex26,phex27,phex28,phex29,phex30,phex31,phex32,phex33,phex34,phex35,phex36,phex37,phex38,phex39,phex40,phex41,phex42,phex43,phex44,phex45,phex46,phex47,phex48,phex49,phex50,phex51,phex52,phex53,phex54,phex55,phex56,phex57,phex58,phex59,phex60,satis01,satis02,satis03,satis04,satis05,satis06,satis07,commit01,commit02,commit03,commit04,commit05,commit06,commit07,IOS,commit03r,commit04r,satis04r,satis07r,hex30r,hex12r,hex60r,hex42r,hex24r,hex48r,hex53r,hex35r,hex41r,hex59r,hex28r,hex52r,hex10r,hex46r,hex09r,hex15r,hex57r,hex21r,hex26r,hex32r,hex14r,hex20r,hex44r,hex56r,hex01r,hex31r,hex49r,hex19r,hex55r,phex30r,phex12r,phex60r,phex42r,phex24r,phex48r,phex53r,phex35r,phex41r,phex59r,phex28r,phex52r,phex10r,phex46r,phex09r,phex15r,phex57r,phex21r,phex26r,phex32r,phex14r,phex20r,phex44r,phex56r,phex01r,phex31r,phex49r,phex19r,phex55r,HH,EM,EX,AG,CO,OP,pHH,pEM,pEX,pAG,pCO,pOP,satis,commit
233,326,59852429,e312d58   ,"Aug 01, 2019 22:01","Aug 01, 2019 22:14",participated and completed        ,21,In a relationship        ,Female  ,I am in a heterosexual relationship,36,3,5,2,2,2,3,3,4,2,4,4,2,2,1,2,4,2,2,2,2,2,1,4,2,2,5,1,2,2,4,2,5,2,3,4,2,4,2,5,4,2,4,2,3,1,5,3,4,1,4,2,4,3,4,4,1,1,2,2,3,2,3,5,1,2,2,2,5,3,4,3,4,4,1,1,4,1,2,4,2,1,1,4,2,1,2,5,1,2,4,2,4,4,4,1,3,4,2,2,5,2,1,4,2,4,2,4,4,4,1,4,4,3,4,5,2,3,1,3,2,4,4,4,4,5,5,5,5,2,9,9,2,1,9,9,9,5,8,9,1,4,4,4,4,4,4,5,2,4,2,3,4,3,2,3,4,4,4,5,5,4,5,4,5,5,3,1,2,4,5,2,2,2,4,4,5,1,2,2,2,2,2,3,2,2,2,3,5,5,2,5,5,4,5,3,2,2,4,3,3.8,2.9,3,3.7,4.4,3,2.9,2.2,2,2.5,4.3,3.1,4,8.285714286
234,327,59852444,50ecc74   ,"Aug 01, 2019 22:02","Aug 01, 2019 22:22",participated and completed        ,18,In a relationship        ,Female  ,I am in a heterosexual relationship,22,2,4,2,1,5,5,2,3,4,4,5,1,4,1,3,1,5,5,3,2,2,3,2,1,3,2,4,1,5,5,3,3,2,3,1,1,5,4,5,5,1,1,1,3,2,4,5,5,1,5,1,5,5,1,5,3,2,1,1,4,1,5,1,1,1,1,1,1,1,3,5,1,5,1,5,5,5,1,1,1,5,5,4,4,1,4,1,5,5,2,2,5,5,5,3,5,5,1,4,1,2,5,5,5,3,5,2,1,2,4,2,2,1,1,2,1,3,5,5,5,3,5,3,2,1,4,2,5,5,9,7,5,1,9,9,5,2,5,9,2,1,3,5,5,5,3,5,5,5,5,2,1,1,2,1,2,3,5,3,2,4,5,4,4,4,4,3,1,3,3,1,1,1,1,2,2,4,1,1,3,4,5,1,5,3,1,1,1,1,1,1,1,1,1,1,1,4,5,3,4.6,4.3,1.2,3.3,3.6,2.9,1.2,1.7,4,2,1.1,2.4,2.285714286,7
235,328,59852470,2eeab2c   ,"Aug 01, 2019 22:04","Aug 01, 2019 22:16",participated and completed        ,17,In a relationship        ,Female  ,I am in a heterosexual relationship,8,2,4,5,3,4,3,3,4,1,3,4,3,5,2,3,4,3,4,3,3,2,2,5,3,2,4,3,4,3,3,4,3,2,4,3,2,3,4,4,4,4,4,3,4,3,4,2,5,2,3,4,4,4,3,4,2,3,3,3,2,2,4,2,2,4,3,3,4,3,3,2,2,5,3,4,4,4,3,2,4,4,3,4,3,3,3,4,4,3,2,2,4,4,4,3,3,4,2,4,2,2,3,3,4,3,4,3,3,4,3,3,2,2,2,3,3,3,5,4,3,2,5,3,4,4,2,4,5,2,8,9,2,3,7,8,7,4,8,7,4,4,2,3,4,3,4,4,3,4,2,4,3,2,3,4,5,3,3,4,3,4,4,3,3,3,4,3,3,3,4,2,1,1,2,3,3,3,2,3,4,4,4,4,3,3,2,2,3,2,2,2,2,2,1,2,2,3,2,3,3.4,3.5,3.4,4,3.6,3.7,2.2,2.9,3.5,2.5,2,3,4,7.142857143
236,329,59852477,710634e   ,"Aug 01, 2019 22:04","Aug 01, 2019 22:19",participated but not yet completed,20,In a relationship        ,Female  ,I am in a heterosexual relationship,16,3,3,4,2,2,4,2,4,2,5,4,1,2,2,4,3,4,3,3,3,2,2,2,5,2,2,2,3,3,4,2,2,2,4,1,4,5,4,4,4,2,2,2,3,2,3,4,4,1,3,1,4,5,2,5,1,3,2,1,1,1,3,1,3,2,2,5,5,4,2,3,4,4,1,4,5,3,4,4,3,5,4,4,2,3,1,1,4,3,2,2,3,2,4,3,4,3,4,4,3,2,4,2,4,3,5,3,3,4,1,4,1,4,4,3,4,1,5,3,4,4,2,5,5,4,1,5,5,3,9,9,1,1,9,9,9,3,9,9,5,3,4,5,5,4,4,5,4,2,4,5,3,1,1,2,4,2,4,4,4,4,4,3,4,3,3,4,3,3,5,3,2,4,2,5,5,3,3,4,2,4,2,3,3,4,1,3,2,2,2,2,1,1,1,3,4,2,3,5,4.4,3.8,1.8,3.6,3.4,3.1,3.8,3.1,3.1,2.8,1.8,3.1,4.571428571,8.428571429
237,330,59852512,807555b   ,"Aug 01, 2019 22:06","Aug 01, 2019 22:34",participated but not yet completed,24,Engaged                  ,Female  ,I am in a heterosexual relationship,36,2,4,4,4,3,4,2,5,2,3,4,2,5,3,3,3,4,3,3,2,2,1,4,5,3,2,4,4,3,4,2,3,2,3,2,1,4,4,3,4,3,4,3,4,2,4,4,4,2,2,2,4,4,3,4,2,2,2,1,1,1,4,4,4,3,5,2,4,4,4,3,5,3,2,2,4,4,5,3,2,1,3,4,3,2,3,1,2,4,3,4,3,2,2,3,4,2,4,4,4,3,4,2,4,4,3,4,2,5,3,4,4,4,4,3,3,4,2,4,4,3,1,4,4,5,1,5,5,2,9,9,1,1,9,9,9,5,9,9,5,4,4,4,5,3,3,4,3,5,2,5,3,2,3,2,4,3,4,5,2,4,3,4,4,4,4,3,4,3,4,3,3,5,2,3,3,3,4,4,3,3,2,3,4,2,2,2,3,4,4,4,5,3,4,2,4,2,4,2,3.8,3.9,2.7,3.9,3.5,3.5,3.1,4,3.4,3.1,4,2.9,4.571428571,8.428571429
238,332,59852568,8b6da41   ,"Aug 01, 2019 22:09","Aug 01, 2019 22:30",participated and completed        ,40,In a relationship        ,Female  ,I am in a heterosexual relationship,36,2,4,2,2,4,2,5,5,1,2,5,4,5,2,2,3,2,2,2,4,2,4,2,4,1,4,4,2,2,2,4,2,2,4,5,1,4,5,5,4,4,4,4,5,4,2,4,5,1,1,4,5,5,2,2,1,4,4,5,1,4,4,4,2,4,2,1,5,4,4,4,2,5,1,2,4,1,4,2,4,2,1,4,3,2,4,2,2,2,2,4,5,2,2,2,2,3,2,1,4,1,2,2,5,2,2,4,4,2,4,5,4,2,2,2,2,4,2,5,2,3,5,2,2,2,4,2,2,3,3,3,7,3,3,1,2,1,3,7,2,3,2,2,2,2,5,5,4,5,2,5,4,1,4,2,5,4,2,2,2,4,4,2,2,2,4,4,5,4,5,1,1,1,1,2,2,4,3,4,3,4,4,2,2,2,2,1,5,4,4,4,4,4,4,2,4,1,2,2,2.8,3.8,3.2,3.2,3.4,4.6,1.5,3,2.6,2.3,4,2.2,2.142857143,2.571428571
239,333,59852572,9cad292   ,"Aug 01, 2019 21:36","Aug 01, 2019 22:30",participated and completed        ,21,In a relationship        ,Female  ,I am in a heterosexual relationship,35,2,5,2,4,4,4,3,4,2,2,4,4,4,1,4,3,3,4,3,1,2,4,3,4,1,1,5,3,2,2,1,5,1,5,4,1,1,2,4,4,4,5,5,3,3,4,2,5,3,1,3,2,4,2,5,2,3,3,4,2,2,4,2,2,3,2,4,4,2,4,4,3,5,1,5,4,3,1,3,3,4,4,4,3,1,2,1,4,3,2,2,4,5,4,1,2,5,2,3,4,2,2,5,4,5,5,1,3,3,3,5,2,2,3,3,3,4,4,4,2,5,4,3,5,5,2,3,5,3,9,9,1,1,9,9,9,3,9,9,4,3,5,2,4,1,5,3,4,5,1,4,4,2,4,4,4,2,3,2,1,5,5,5,3,3,4,1,5,3,4,2,1,2,2,4,3,3,1,1,1,4,3,2,3,2,2,2,2,2,2,1,2,1,2,2,1,1,3,2,3.4,3.6,3.6,3.1,3.8,3,2.6,1.8,2.7,1.9,2,2.3,4,8.428571429
240,334,59852604,f35cc6b   ,"Aug 01, 2019 22:10","Aug 01, 2019 22:23",participated and completed        ,21,In a relationship        ,Female  ,I am in a heterosexual relationship,12,4,5,2,4,3,3,4,4,4,2,4,2,2,2,4,5,3,2,2,4,2,1,5,4,3,4,1,2,1,5,3,2,2,3,5,5,3,4,4,4,5,4,5,3,2,5,1,4,4,4,2,4,1,4,3,2,2,1,3,1,2,4,1,2,3,1,2,5,5,3,1,4,4,5,4,4,5,1,1,2,5,4,4,4,2,4,4,5,3,2,1,3,2,4,2,4,4,2,5,4,3,4,5,5,4,4,2,2,2,4,1,1,2,1,4,3,1,5,5,4,4,4,3,3,4,1,1,3,1,4,3,3,5,7,4,4,2,7,5,5,5,3,4,4,1,3,2,2,1,2,5,5,5,4,5,2,2,5,5,5,4,4,2,4,4,2,4,2,4,4,3,2,2,1,2,2,2,2,1,2,4,5,5,4,3,2,1,2,1,2,2,1,2,1,2,4,5,4,5,2.8,3.3,4.6,3.4,3.8,3.3,2,1.8,4.2,2.2,2,4.3,3.428571429,4.285714286
241,335,59852606,e06ef8a   ,"Aug 01, 2019 22:11","Aug 01, 2019 22:24",participated and completed        ,20,In a relationship        ,Female  ,I am in a heterosexual relationship,39,2,4,2,1,1,3,3,5,4,1,5,2,5,1,4,2,4,2,3,2,2,4,2,5,1,5,1,3,5,4,4,1,3,5,2,1,2,5,4,2,4,2,5,4,4,2,2,5,2,1,5,1,5,1,2,1,3,4,4,1,2,4,5,4,2,4,4,4,3,5,2,1,4,1,2,4,5,1,2,4,3,4,4,3,1,2,2,2,2,5,3,4,4,4,4,3,4,4,2,4,4,4,4,5,2,4,2,4,3,2,5,4,2,4,2,4,4,2,2,2,5,2,4,4,3,1,4,5,3,9,9,9,1,9,9,9,3,1,9,5,3,2,4,4,1,5,4,5,5,4,5,1,1,5,4,2,2,2,2,5,3,5,4,2,3,4,5,5,3,5,2,2,4,1,4,4,4,2,2,1,1,2,4,2,1,2,4,2,4,2,4,3,2,4,2,2,1,2,2,2.9,4.3,2.6,2.3,4,4.4,3.1,2.2,2.8,2.7,3.5,2,4,7.285714286
242,336,59852623,e7ad1c3   ,"Aug 01, 2019 22:12","Aug 01, 2019 22:21",participated but not yet completed,28,In a relationship        ,Female  ,I am in a heterosexual relationship,5,2,3,4,4,3,3,5,5,3,4,5,3,5,3,4,3,4,3,2,3,2,1,4,5,1,3,5,3,3,4,2,2,2,3,2,1,4,4,3,2,3,4,1,4,2,4,4,4,1,2,2,3,4,2,5,1,3,5,4,1,1,2,5,3,5,2,3,5,5,4,1,2,4,2,2,5,4,4,4,2,2,3,4,4,4,1,2,1,3,3,4,2,2,2,2,3,4,5,3,4,2,2,4,1,4,3,4,4,3,1,4,4,2,2,4,5,2,2,3,5,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,5,5,5,5,4,5,2,5,3,2,2,2,3,2,1,5,1,4,3,3,4,3,4,4,4,4,5,4,2,2,5,5,5,2,2,2,4,3,4,5,2,2,1,3,3,5,4,4,4,3,4,4,4,2,4,4,4.2,4.1,2.9,3,3.1,4.2,4,2.9,3.7,2.5,4.2,3.4,NA,NA
243,337,59852683,4ea5656   ,"Aug 01, 2019 22:16","Aug 01, 2019 22:32",participated and completed        ,18,In a relationship        ,Female  ,I am in a heterosexual relationship,16,1,4,2,4,4,5,4,5,4,5,5,2,5,1,4,2,4,3,2,1,2,2,4,5,2,4,4,2,4,5,3,2,1,4,1,1,4,5,5,4,2,4,2,5,2,5,4,5,3,2,5,4,5,2,4,1,4,3,1,2,2,4,1,2,4,1,4,1,4,4,1,5,3,5,1,5,5,4,4,5,5,5,4,5,1,3,2,5,2,5,1,4,4,2,4,5,1,2,5,4,5,5,4,3,5,5,2,2,5,4,2,4,4,5,4,4,1,5,5,5,5,3,5,5,5,1,5,5,2,9,9,1,1,9,9,9,4,9,9,5,4,3,4,4,4,4,3,4,5,2,4,2,1,1,2,2,2,3,4,2,5,5,5,4,2,5,4,4,4,5,2,3,3,3,3,2,2,5,2,1,1,1,5,4,2,1,1,1,1,4,5,1,1,1,2,2,4,1,5,3.8,4.3,2,3.2,4.2,4.5,3,2.7,4,2.4,2.6,3.2,4.857142857,8.428571429
244,339,59852708,44e710c   ,"Aug 01, 2019 22:18","Aug 01, 2019 22:32",participated but not yet completed,18,In a relationship        ,Female  ,I am in a heterosexual relationship,21,1,1,4,3,2,5,4,4,2,2,5,2,5,2,3,3,3,5,2,4,2,3,2,3,2,3,3,4,3,3,1,4,2,3,1,1,5,5,5,4,3,3,1,3,3,5,5,5,1,1,3,4,3,4,5,2,3,3,1,3,2,1,5,3,4,4,3,5,5,3,2,2,5,5,1,3,5,2,3,2,5,3,4,5,1,2,1,1,3,1,2,3,5,2,3,4,3,3,4,4,3,4,4,3,3,2,3,1,2,2,1,3,3,2,3,3,3,3,4,4,3,3,5,5,5,1,5,5,2,9,9,1,1,9,9,9,2,9,9,5,4,5,4,4,5,4,5,2,5,3,3,3,3,4,1,4,3,3,3,3,4,4,2,3,3,5,2,5,4,4,3,1,3,3,4,4,3,3,2,3,5,4,4,5,3,3,2,3,5,4,5,1,4,3,5,1,5,4,3,4.7,3.4,2.4,3.7,3.2,4,3,2.4,4.4,2.9,3.9,3.6,4.857142857,8.428571429
245,340,59852729,959c2da   ,"Aug 01, 2019 22:20","Aug 01, 2019 22:38",participated and completed        ,65,Married/Civil Union      ,Female  ,I am in a heterosexual relationship,547,4,2,2,3,4,5,3,3,4,4,5,1,4,1,3,4,5,3,3,2,2,2,2,2,2,2,3,2,4,4,2,3,2,2,1,1,5,4,5,3,1,1,1,3,2,3,4,4,2,5,3,4,4,2,5,1,3,4,1,1,1,3,2,4,4,2,5,5,4,2,2,4,1,2,5,3,2,3,2,2,2,1,4,3,2,2,2,4,3,2,3,2,3,2,4,3,2,5,2,5,3,3,3,1,4,2,4,3,3,2,5,5,4,2,4,5,2,3,2,4,2,1,4,4,4,1,5,5,3,9,8,1,1,9,9,9,6,9,9,5,3,4,5,5,5,4,4,4,5,5,5,2,2,2,2,2,3,2,4,3,4,5,4,4,3,2,3,1,3,5,4,5,5,5,4,4,2,4,3,4,4,4,4,3,4,3,4,5,2,4,1,4,4,3,3,3,1,4,4,4.5,4.3,2,2.7,3.6,3,4.4,3,3.4,3.8,3.4,3,4.285714286,8.285714286
246,341,59852795,22bcda7   ,"Aug 01, 2019 22:25","Aug 01, 2019 22:48",participated and completed        ,19,In a relationship        ,Female  ,I am in a heterosexual relationship,14,2,4,3,4,2,4,4,4,3,2,4,2,5,3,3,4,4,4,2,3,2,3,4,3,2,3,3,3,2,4,2,3,2,4,3,2,4,4,4,4,3,2,4,4,3,4,3,4,2,1,3,2,2,2,4,3,3,3,3,3,1,4,2,2,5,1,5,5,4,3,2,4,5,5,4,4,2,2,4,4,1,4,4,4,3,2,4,2,1,2,3,2,3,2,3,4,3,5,4,4,2,3,4,3,2,3,2,2,4,2,2,2,3,3,3,3,2,4,3,4,3,4,5,5,5,1,4,5,1,9,9,9,1,9,9,9,6,1,9,5,5,4,4,5,2,4,4,4,4,4,3,4,4,4,3,3,3,3,3,3,4,3,3,3,3,4,3,5,4,3,4,1,2,3,4,4,3,3,2,3,4,3,4,4,3,2,3,2,4,4,2,5,3,2,2,3,4,2,4,3.9,3.6,3.6,3.2,3.4,3.9,3.5,2.8,3.7,2.3,3.2,3.5,4.857142857,7.285714286
247,342,59852800,f9dc21c   ,"Aug 01, 2019 22:11","Aug 01, 2019 22:38",participated and completed        ,28,In a relationship        ,Female  ,I am in a heterosexual relationship,14,4,5,4,4,1,4,3,5,2,4,4,4,3,3,3,4,3,3,3,3,2,2,4,5,2,2,1,3,3,2,2,4,2,4,4,2,3,4,5,2,3,4,2,3,2,4,3,4,2,4,4,3,4,4,4,4,2,3,4,2,4,3,2,2,4,4,3,4,4,2,4,3,4,4,2,3,4,3,2,4,4,4,4,4,3,2,2,2,3,2,2,2,3,3,4,4,2,3,3,5,4,4,4,2,3,3,2,3,3,2,3,3,2,2,2,4,3,4,4,3,3,3,4,4,4,1,5,5,2,9,8,2,1,8,9,9,3,8,9,5,4,4,2,2,4,4,4,2,4,2,4,3,2,2,3,4,3,3,4,5,4,3,3,4,4,2,2,2,3,2,4,2,3,4,4,4,4,4,2,3,4,4,2,3,4,3,2,2,4,3,4,2,3,2,3,3,3,2,3,3.4,3.1,3.3,3.4,4.2,2.6,3.3,3.1,3.6,2.8,3.2,3,4.428571429,8
248,343,59852801,1ef883f   ,"Aug 01, 2019 22:25","Aug 01, 2019 22:41",participated and completed        ,20,In a relationship        ,Female  ,I am in a heterosexual relationship,26,1,4,3,1,4,4,4,5,2,4,5,5,4,1,5,4,4,2,2,3,2,1,2,5,2,4,4,4,5,4,4,1,2,4,2,1,2,4,5,4,4,2,4,2,2,5,4,5,1,2,5,4,5,1,2,2,4,1,2,1,2,1,2,2,2,3,4,4,5,2,5,5,5,5,1,5,2,4,2,2,4,2,4,2,4,1,4,4,4,4,2,4,1,2,4,3,1,2,5,5,5,4,2,4,4,4,3,4,5,1,2,5,5,4,4,2,2,4,1,4,4,4,5,4,5,1,5,5,1,9,9,1,1,9,9,9,6,9,9,5,5,2,1,4,2,4,5,5,5,4,5,1,1,2,2,4,1,5,5,2,4,5,3,4,2,5,5,4,4,4,2,1,2,2,5,5,2,5,4,2,2,2,1,2,4,1,5,4,2,4,5,2,2,2,5,5,4,4,4,2.8,4.6,2.1,3.9,3.9,4,2.7,3.6,2.4,3.7,3.4,4.4,4.857142857,8.428571429
249,344,59852816,58c01a0   ,"Aug 01, 2019 22:26","Aug 01, 2019 22:38",participated and completed        ,35,In a relationship        ,Female  ,I am in a heterosexual relationship,44,5,2,4,3,4,3,4,3,4,3,5,3,2,3,4,4,5,3,3,3,2,1,2,4,2,1,5,3,3,5,2,1,4,3,2,1,5,1,3,4,3,1,2,4,3,5,4,4,2,5,3,2,5,1,4,3,4,3,1,1,3,5,5,2,5,1,2,5,5,4,1,2,4,1,1,5,2,3,1,4,2,3,4,4,1,4,1,1,3,2,2,4,2,1,2,3,4,3,3,5,1,2,5,5,2,3,4,3,1,4,5,4,1,1,2,2,2,2,5,4,4,3,3,3,2,2,2,4,3,9,9,1,1,6,9,7,3,9,9,4,3,4,3,3,4,4,4,5,5,5,5,3,1,3,2,2,2,3,5,1,2,3,3,3,2,1,5,1,3,3,2,2,3,1,2,2,4,2,1,2,4,5,5,3,2,1,1,3,5,5,5,4,3,4,1,4,1,2,4,3.7,4.7,2.4,3.3,2.5,2.5,2,1.9,3.7,2,4.5,2.4,3,7.714285714
250,345,59852822,85cab9f   ,"Aug 01, 2019 22:26","Aug 01, 2019 22:46",participated and completed        ,23,In a relationship        ,Female  ,I am in a heterosexual relationship,13,1,4,2,2,4,4,3,4,2,2,5,5,5,2,4,4,5,2,4,3,2,1,2,5,2,4,2,2,4,5,3,4,3,5,4,1,3,4,4,2,3,1,2,4,2,4,4,5,1,1,2,4,5,1,4,4,2,4,1,1,5,1,2,2,2,4,5,3,4,2,1,4,5,5,1,5,2,5,4,3,4,1,4,4,5,1,4,5,2,4,5,4,2,4,2,5,2,3,5,5,2,2,2,1,4,4,4,2,4,1,1,4,2,4,2,4,1,5,2,4,1,5,5,5,5,2,5,5,2,9,9,1,1,9,9,9,5,9,9,4,4,3,1,1,4,4,5,5,5,5,5,2,1,4,2,4,2,2,5,4,3,4,3,4,4,5,2,5,2,2,2,1,1,5,5,5,4,4,4,5,2,2,5,4,4,1,4,5,1,2,5,2,2,1,5,4,5,3,5,3.1,4.9,2.5,3.2,3.6,3.6,3.5,4.4,3.2,2.8,2.8,4.3,4.714285714,8.428571429
251,346,59852832,55da6f7   ,"Aug 01, 2019 22:27","Aug 01, 2019 22:40",participated and completed        ,21,In a relationship        ,Female  ,I am in a heterosexual relationship,34,3,3,2,2,4,4,4,3,2,2,5,2,4,3,2,3,4,4,2,3,2,5,2,2,2,3,3,2,4,5,3,2,4,4,4,1,4,3,4,3,4,3,1,3,4,1,3,5,2,4,2,4,5,1,4,3,4,5,4,3,2,3,3,4,4,2,4,5,2,2,3,2,4,4,2,2,1,2,4,2,2,1,4,4,1,2,2,3,4,4,2,2,2,4,4,1,5,3,4,4,4,2,4,2,4,2,4,3,3,2,2,2,4,3,4,4,3,2,4,2,5,4,4,4,4,1,3,5,3,9,9,9,1,8,9,9,4,1,9,5,3,3,4,4,5,4,4,5,5,3,3,2,1,4,3,4,4,1,1,3,2,3,3,2,2,3,4,2,4,3,4,2,2,4,4,4,2,1,2,1,2,3,3,3,4,4,2,5,3,2,4,4,4,4,3,4,4,4,3,4,4.1,2.9,2.6,2.7,3.3,3.5,1.8,2.5,3.9,3.2,3.7,4,7.142857143
252,347,59852901,5e69bf8   ,"Aug 01, 2019 22:31","Aug 01, 2019 22:43",participated and completed        ,31,Married/Civil Union      ,Female  ,I am in a heterosexual relationship,147,1,4,4,2,1,2,5,3,2,4,5,5,5,2,5,3,1,4,1,3,2,5,3,4,1,5,2,5,4,5,2,1,2,5,1,1,4,5,4,4,3,2,2,4,5,1,4,4,1,2,2,3,5,1,5,2,4,4,1,1,2,2,1,5,3,1,5,4,2,1,2,4,1,4,4,2,4,4,2,1,2,1,4,4,4,1,5,4,5,2,2,1,2,2,5,4,4,5,5,4,2,4,2,4,4,4,5,2,4,1,4,2,5,3,5,5,2,4,2,4,2,1,5,5,4,1,5,5,3,9,9,1,1,9,9,9,4,9,9,5,3,4,1,4,4,5,5,5,5,4,5,2,1,2,2,4,1,2,1,4,4,4,3,1,2,5,5,4,5,4,5,5,5,2,5,5,1,2,4,4,4,3,4,4,5,4,4,5,2,4,2,4,2,2,4,4,2,5,4,3.8,3.9,2,3,3.1,4.7,4.4,3,3.8,4.5,2.5,4.1,4.571428571,8.428571429
253,348,59852902,2214afc   ,"Aug 01, 2019 22:31","Aug 01, 2019 22:49",participated and completed        ,23,In a relationship        ,Female  ,I am in a heterosexual relationship,57,3,4,4,4,2,5,4,5,2,4,5,5,5,2,3,3,4,3,4,3,2,2,3,4,2,4,2,2,4,2,4,1,2,4,1,1,3,4,4,4,2,2,4,2,3,2,3,4,1,2,5,2,4,1,3,1,3,4,1,1,5,4,1,1,3,3,4,4,3,4,2,3,4,2,4,5,5,3,3,5,4,5,4,3,2,2,1,1,1,3,2,2,2,2,2,4,2,2,3,2,2,2,4,4,2,2,2,2,4,1,4,2,2,3,4,3,2,4,4,4,2,5,4,4,4,1,1,5,3,9,9,1,1,9,9,9,4,9,9,5,3,2,1,1,2,4,5,5,5,4,5,2,2,2,3,4,3,2,4,4,4,4,3,3,3,3,5,4,2,5,4,2,1,2,4,5,2,4,2,4,3,3,4,4,2,1,2,1,5,4,2,2,4,2,2,4,2,1,4,2.9,4,2.3,3.1,3.9,3.8,3,2.9,3.5,1.6,2.7,2.5,3.714285714,8.428571429
254,349,59852931,6fc851a   ,"Aug 01, 2019 22:33","Aug 01, 2019 22:48",participated and completed        ,20,In a relationship        ,Female  ,I am in a heterosexual relationship,17,3,3,2,3,1,1,1,4,3,2,4,4,4,2,4,4,4,3,3,5,2,4,4,4,4,1,3,2,3,1,4,5,4,4,4,2,2,5,4,2,3,3,2,3,4,4,3,4,3,3,4,3,2,3,5,2,4,2,2,5,4,4,1,2,4,1,1,1,3,2,4,2,4,2,5,4,3,4,2,3,4,4,4,4,2,4,1,4,2,1,1,5,5,5,2,4,4,2,2,2,4,4,4,4,3,5,3,3,3,4,5,1,3,2,4,2,2,5,4,3,4,4,4,5,5,1,2,5,1,9,9,7,2,8,9,6,6,3,8,5,5,2,2,2,4,2,3,3,4,3,1,3,4,4,3,3,2,4,2,3,2,4,1,2,2,3,1,3,3,4,1,2,2,2,2,2,2,2,2,2,5,4,2,3,4,2,2,2,2,1,1,2,1,1,2,1,1,3,4,2.6,2.9,3.4,2.8,2.9,2.8,1.8,2.1,3.6,2.6,1.5,2,4.428571429,6.857142857
255,350,59852940,9a5a818   ,"Aug 01, 2019 22:34","Aug 01, 2019 22:53",participated and completed        ,29,In a relationship        ,Female  ,I am in a heterosexual relationship,2,1,4,4,3,4,2,2,3,1,2,5,4,3,4,4,4,4,4,2,4,2,4,4,4,3,4,4,4,2,4,3,4,2,2,4,2,3,4,2,4,4,2,4,5,4,4,2,4,2,2,1,4,4,1,2,1,2,3,3,1,4,1,4,1,4,3,4,4,4,4,2,2,4,4,1,5,3,3,1,3,2,4,4,2,3,4,2,1,2,2,2,2,2,2,2,4,2,2,5,4,2,3,3,5,4,2,2,2,3,5,1,4,2,3,2,3,3,2,4,4,4,5,3,3,3,2,3,5,3,9,9,1,5,5,9,9,3,9,5,4,3,3,2,2,2,3,4,5,4,4,5,4,2,4,4,5,2,3,2,2,4,2,2,2,4,5,2,4,4,5,4,2,1,1,2,1,4,4,3,2,4,3,4,4,2,1,2,2,5,4,5,4,4,4,5,4,5,3,3,2.7,4.3,3.6,3.4,2.6,3.8,2.1,2.9,3.5,1.8,4.2,3.9,3.428571429,7.285714286
256,351,59852984,e1ad442   ,"Aug 01, 2019 22:36","Aug 01, 2019 22:51",participated and completed        ,24,In a relationship        ,Female  ,I am in a heterosexual relationship,16,3,4,4,2,2,5,5,4,3,2,5,1,4,4,2,2,4,3,2,2,2,2,4,4,2,4,2,3,5,4,2,2,2,5,4,2,4,5,4,3,4,2,1,3,3,3,4,5,1,4,2,3,5,1,4,1,2,2,2,1,2,2,2,1,4,4,4,5,5,2,4,4,2,3,1,4,1,4,4,2,2,1,4,4,2,2,4,5,1,5,4,2,1,2,1,1,1,4,3,5,2,1,2,1,3,2,2,4,4,1,4,4,2,5,2,4,1,4,2,1,4,2,4,5,5,1,4,5,2,9,9,1,1,9,9,9,6,9,9,5,4,4,5,4,5,4,5,5,4,4,5,1,1,4,2,3,4,4,4,4,4,2,4,3,4,3,4,2,4,5,4,4,4,5,4,5,4,5,4,2,1,1,2,2,4,2,4,5,1,4,5,4,4,2,4,5,2,4,5,4.3,4.2,2.6,3.6,3.5,3.9,4.2,3.7,1.8,2.4,3.6,3.8,4.571428571,8.428571429
